ts,event,job_id,cluster,world_size,note,metadata_json
2025-11-16 19:26:11,started,job-03a5945ac85c,clusterA,4,"started_on=clusterA, g=4, nodes=['node_a', 'node_b', 'node_c', 'node_d'], queued_sec=3430.6658070087433","{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""nodes"": [""node_a"", ""node_b"", ""node_c"", ""node_d""], ""queued_sec"": 3430.6658070087433, ""started_ts"": 1763288771.6056228}"
2025-11-16 19:26:11,started,job-13a6293dd986,clusterB,2,"started_on=clusterB, g=2, nodes=['node_g', 'node_h'], queued_sec=3213.8342287540436","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_g"", ""node_h""], ""queued_sec"": 3213.8342287540436, ""started_ts"": 1763288771.642243}"
2025-11-16 19:30:40,submitted,job-c187cb8c752e,-,1,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 19:31:52,finished,job-90d334a099be,clusterB,2,exit=0,"{""end_ts"": 1763289112.0963686, ""jct_sec"": 3277.887775182724, ""queued_sec"": 836.4090692996979}"
2025-11-16 19:31:53,started,job-d2384f450845,clusterB,1,"started_on=clusterB, g=1, nodes=['node_e'], queued_sec=3469.374849319458","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_e""], ""queued_sec"": 3469.374849319458, ""started_ts"": 1763289113.040846}"
2025-11-16 19:31:53,started,job-a4c826fc45b1,clusterB,1,"started_on=clusterB, g=1, nodes=['node_f'], queued_sec=3376.577569961548","{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""nodes"": [""node_f""], ""queued_sec"": 3376.577569961548, ""started_ts"": 1763289113.064428}"
2025-11-16 19:36:53,submitted,job-71dac3380cde,-,1,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Try to share resources fairly with other users, but don’t delay my job too much.""}"
2025-11-16 19:48:33,finished,job-a4c826fc45b1,clusterB,1,exit=0,"{""end_ts"": 1763290113.910296, ""jct_sec"": 1000.8458678722382, ""queued_sec"": 3376.577569961548}"
2025-11-16 19:57:56,finished,job-03a5945ac85c,clusterA,4,exit=0,"{""end_ts"": 1763290676.5225751, ""jct_sec"": 1904.9169523715973, ""queued_sec"": 3430.6658070087433}"
2025-11-16 19:57:56,started,job-42f28c750d3d,clusterA,2,"started_on=clusterA, g=2, nodes=['node_a', 'node_b'], queued_sec=4370.644915103912","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_a"", ""node_b""], ""queued_sec"": 4370.644915103912, ""started_ts"": 1763290676.8054073}"
2025-11-16 19:57:56,started,job-1d4390183f3a,clusterA,1,"started_on=clusterA, g=1, nodes=['node_c'], queued_sec=4277.806476593018","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_c""], ""queued_sec"": 4277.806476593018, ""started_ts"": 1763290676.82992}"
2025-11-16 19:57:56,started,job-f4d1ecb2fa6f,clusterA,1,"started_on=clusterA, g=1, nodes=['node_d'], queued_sec=4223.12859249115","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_d""], ""queued_sec"": 4223.12859249115, ""started_ts"": 1763290676.852572}"
2025-11-16 19:58:30,submitted,job-57726a2487b8,-,1,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 19:59:19,submitted,job-60625c17e6ca,-,1,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 8, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 20:07:38,finished,job-13a6293dd986,clusterB,2,exit=0,"{""end_ts"": 1763291258.872483, ""jct_sec"": 2487.2302401065826, ""queued_sec"": 3213.8342287540436}"
2025-11-16 20:07:39,started,job-3aee8237f999,clusterB,2,"started_on=clusterB, g=2, nodes=['node_f', 'node_g'], queued_sec=4160.714614391327","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_f"", ""node_g""], ""queued_sec"": 4160.714614391327, ""started_ts"": 1763291259.5537457}"
2025-11-16 20:07:55,finished,job-3aee8237f999,clusterB,2,exit=1,"{""end_ts"": 1763291275.0701504, ""jct_sec"": 15.516404628753662, ""queued_sec"": 4160.714614391327}"
2025-11-16 20:11:56,submitted,job-de776cc558ec,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Try to share resources fairly with other users, but don’t delay my job too much.""}"
2025-11-16 20:13:09,submitted,job-04f526e977da,-,2,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 8, ""user_request"": ""I need this training to finish as fast as possible. Prioritize performance and speed over everything else.""}"
2025-11-16 20:16:02,submitted,job-e2fea3cfa9bc,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 20:20:54,submitted,job-8b4e4ee68adc,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 20:22:26,submitted,job-34c133750fb6,-,2,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Try to share resources fairly with other users, but don’t delay my job too much.""}"
2025-11-16 20:32:23,submitted,job-3cfc3bb08ef3,-,2,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 20:33:25,submitted,job-c0258b08f75d,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 20:38:23,submitted,job-63a6e2c462ac,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 20:44:43,finished,job-d2384f450845,clusterB,1,exit=0,"{""end_ts"": 1763293483.0989745, ""jct_sec"": 4370.058128356934, ""queued_sec"": 3469.374849319458}"
2025-11-16 20:44:44,started,job-b1ff5ab2bef1,clusterB,4,"started_on=clusterB, g=4, nodes=['node_e', 'node_f', 'node_g', 'node_h'], queued_sec=5991.185160160065","{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""nodes"": [""node_e"", ""node_f"", ""node_g"", ""node_h""], ""queued_sec"": 5991.185160160065, ""started_ts"": 1763293484.1423874}"
2025-11-16 20:56:46,finished,job-b1ff5ab2bef1,clusterB,4,exit=0,"{""end_ts"": 1763294206.7127507, ""jct_sec"": 722.5703632831573, ""queued_sec"": 5991.185160160065}"
2025-11-16 20:56:46,started,job-a2bcc522b7d3,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_f'], queued_sec=6536.982113599777","{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""nodes"": [""node_e"", ""node_f""], ""queued_sec"": 6536.982113599777, ""started_ts"": 1763294206.9807374}"
2025-11-16 20:56:47,started,job-053c149ff00c,clusterB,1,"started_on=clusterB, g=1, nodes=['node_g'], queued_sec=6494.377136707306","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_g""], ""queued_sec"": 6494.377136707306, ""started_ts"": 1763294207.0027847}"
2025-11-16 21:01:33,submitted,job-365ea282fa25,-,1,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 21:01:41,submitted,job-e97211a80b0e,-,2,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 21:09:51,submitted,job-5c00ddd17dc0,-,4,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Try to share resources fairly with other users, but don’t delay my job too much.""}"
2025-11-16 21:27:29,submitted,job-244523baa012,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Focus on efficiency. Use GPUs effectively but avoid unnecessary power consumption.""}"
2025-11-16 21:36:33,submitted,job-c47584c2fb0f,-,1,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 21:43:24,submitted,job-da08cd75c97c,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 21:45:54,finished,job-f4d1ecb2fa6f,clusterA,1,exit=0,"{""end_ts"": 1763297154.7799358, ""jct_sec"": 6477.927363872528, ""queued_sec"": 4223.12859249115}"
2025-11-16 21:48:27,submitted,job-cc2e1e084cb3,-,1,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 21:49:11,submitted,job-2cebf44a5144,-,2,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 21:50:05,submitted,job-586714dd7994,-,1,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 21:50:38,submitted,job-eaba81120373,-,2,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Prefer reliability and consistency. I’d rather not have the job preempted or rescheduled.""}"
2025-11-16 21:58:50,submitted,job-dc61b098590f,-,2,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""This is a short experiment, so give it quick access to GPUs, even small ones.""}"
2025-11-16 21:58:59,submitted,job-374bc471a832,-,1,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 256, ""user_request"": ""I need this training to finish as fast as possible. Prioritize performance and speed over everything else.""}"
2025-11-16 22:03:26,finished,job-053c149ff00c,clusterB,1,exit=0,"{""end_ts"": 1763298206.4046187, ""jct_sec"": 3999.401834011078, ""queued_sec"": 6494.377136707306}"
2025-11-16 22:03:35,submitted,job-293a41e7683e,-,4,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-16 22:03:40,submitted,job-8062c637537f,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Focus on efficiency. Use GPUs effectively but avoid unnecessary power consumption.""}"
2025-11-16 22:03:47,submitted,job-f49f50d44b1e,-,1,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 22:07:23,finished,job-1d4390183f3a,clusterA,1,exit=0,"{""end_ts"": 1763298443.0752156, ""jct_sec"": 7766.245295524597, ""queued_sec"": 4277.806476593018}"
2025-11-16 22:10:45,finished,job-a2bcc522b7d3,clusterB,2,exit=0,"{""end_ts"": 1763298645.7147107, ""jct_sec"": 4438.733973264694, ""queued_sec"": 6536.982113599777}"
2025-11-16 22:10:46,started,job-6d10e3332e4d,clusterB,4,"started_on=clusterB, g=4, nodes=['node_e', 'node_f', 'node_g', 'node_h'], queued_sec=10196.479116678238","{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""nodes"": [""node_e"", ""node_f"", ""node_g"", ""node_h""], ""queued_sec"": 10196.479116678238, ""started_ts"": 1763298646.0583541}"
2025-11-16 22:10:46,started,job-7794b9edfc11,clusterA,1,"started_on=clusterA, g=1, nodes=['node_c'], queued_sec=10098.166409492493","{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""nodes"": [""node_c""], ""queued_sec"": 10098.166409492493, ""started_ts"": 1763298646.0824013}"
2025-11-16 22:10:46,started,job-c187cb8c752e,clusterA,1,"started_on=clusterA, g=1, nodes=['node_d'], queued_sec=9605.793319225311","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_d""], ""queued_sec"": 9605.793319225311, ""started_ts"": 1763298646.1049285}"
2025-11-16 22:11:12,submitted,job-4dc6fe6e01d2,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 22:14:03,finished,job-6d10e3332e4d,clusterB,4,exit=0,"{""end_ts"": 1763298843.455043, ""jct_sec"": 197.39668893814087, ""queued_sec"": 10196.479116678238}"
2025-11-16 22:14:04,started,job-71dac3380cde,clusterB,1,"started_on=clusterB, g=1, nodes=['node_e'], queued_sec=9430.991809606552","{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""nodes"": [""node_e""], ""queued_sec"": 9430.991809606552, ""started_ts"": 1763298844.3514168}"
2025-11-16 22:14:04,started,job-57726a2487b8,clusterB,1,"started_on=clusterB, g=1, nodes=['node_f'], queued_sec=8133.618416070938","{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""nodes"": [""node_f""], ""queued_sec"": 8133.618416070938, ""started_ts"": 1763298844.3721943}"
2025-11-16 22:14:04,started,job-60625c17e6ca,clusterB,1,"started_on=clusterB, g=1, nodes=['node_g'], queued_sec=8084.713591814041","{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""nodes"": [""node_g""], ""queued_sec"": 8084.713591814041, ""started_ts"": 1763298844.4257183}"
2025-11-16 22:14:04,started,job-de776cc558ec,clusterB,1,"started_on=clusterB, g=1, nodes=['node_h'], queued_sec=7327.878676652908","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_h""], ""queued_sec"": 7327.878676652908, ""started_ts"": 1763298844.4488416}"
2025-11-16 22:19:08,finished,job-60625c17e6ca,clusterB,1,exit=0,"{""end_ts"": 1763299148.2628741, ""jct_sec"": 303.8371558189392, ""queued_sec"": 8084.713591814041}"
2025-11-16 22:27:13,submitted,job-d3b599b16ce0,-,2,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 128, ""user_request"": ""I need this training to finish as fast as possible. Prioritize performance and speed over everything else.""}"
2025-11-16 22:29:04,submitted,job-a4dff3b1b542,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""I need this training to finish as fast as possible. Prioritize performance and speed over everything else.""}"
2025-11-16 22:32:26,finished,job-71dac3380cde,clusterB,1,exit=0,"{""end_ts"": 1763299946.8159294, ""jct_sec"": 1102.4645125865936, ""queued_sec"": 9430.991809606552}"
2025-11-16 22:32:27,started,job-04f526e977da,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_g'], queued_sec=8358.708318471909","{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""nodes"": [""node_e"", ""node_g""], ""queued_sec"": 8358.708318471909, ""started_ts"": 1763299947.7498746}"
2025-11-16 22:35:35,submitted,job-b248a8319a5a,-,1,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 128, ""user_request"": ""Try to share resources fairly with other users, but don’t delay my job too much.""}"
2025-11-16 22:36:21,submitted,job-10131a8ed02b,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Balance between speed and cost. I don’t need the fastest result, just good efficiency overall.""}"
2025-11-16 22:37:51,finished,job-04f526e977da,clusterB,2,exit=0,"{""end_ts"": 1763300271.3555276, ""jct_sec"": 323.60565304756165, ""queued_sec"": 8358.708318471909}"
2025-11-16 22:37:52,started,job-e2fea3cfa9bc,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_g'], queued_sec=8509.687896490097","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_e"", ""node_g""], ""queued_sec"": 8509.687896490097, ""started_ts"": 1763300272.1691175}"
2025-11-16 22:59:49,finished,job-57726a2487b8,clusterB,1,exit=0,"{""end_ts"": 1763301589.576538, ""jct_sec"": 2745.2043437957764, ""queued_sec"": 8133.618416070938}"
2025-11-16 23:03:30,finished,job-de776cc558ec,clusterB,1,exit=0,"{""end_ts"": 1763301810.1578722, ""jct_sec"": 2965.7090306282043, ""queued_sec"": 7327.878676652908}"
2025-11-16 23:03:30,started,job-8b4e4ee68adc,clusterB,2,"started_on=clusterB, g=2, nodes=['node_f', 'node_h'], queued_sec=9756.284144639969","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_f"", ""node_h""], ""queued_sec"": 9756.284144639969, ""started_ts"": 1763301810.9712842}"
2025-11-16 23:11:13,finished,job-c187cb8c752e,clusterA,1,exit=0,"{""end_ts"": 1763302273.946402, ""jct_sec"": 3627.8414735794067, ""queued_sec"": 9605.793319225311}"
2025-11-17 00:01:16,finished,job-42f28c750d3d,clusterA,2,exit=0,"{""end_ts"": 1763305276.2924967, ""jct_sec"": 14599.487089395523, ""queued_sec"": 4370.644915103912}"
2025-11-17 00:01:17,started,job-34c133750fb6,clusterA,2,"started_on=clusterA, g=2, nodes=['node_a', 'node_b'], queued_sec=13130.331363201141","{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""nodes"": [""node_a"", ""node_b""], ""queued_sec"": 13130.331363201141, ""started_ts"": 1763305277.00578}"
2025-11-17 00:01:23,finished,job-34c133750fb6,clusterA,2,exit=1,"{""end_ts"": 1763305283.3549945, ""jct_sec"": 6.349214553833008, ""queued_sec"": 13130.331363201141}"
2025-11-17 00:01:24,started,job-3cfc3bb08ef3,clusterA,2,"started_on=clusterA, g=2, nodes=['node_a', 'node_b'], queued_sec=12540.228070735931","{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""nodes"": [""node_a"", ""node_b""], ""queued_sec"": 12540.228070735931, ""started_ts"": 1763305284.052383}"
2025-11-17 00:01:24,started,job-c0258b08f75d,clusterA,1,"started_on=clusterA, g=1, nodes=['node_d'], queued_sec=12478.186530828476","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_d""], ""queued_sec"": 12478.186530828476, ""started_ts"": 1763305284.0751143}"
2025-11-17 00:01:28,finished,job-3cfc3bb08ef3,clusterA,2,exit=1,"{""end_ts"": 1763305288.3729959, ""jct_sec"": 4.320612907409668, ""queued_sec"": 12540.228070735931}"
